Year,Season,District,Crop,Area_Hectares,Production_Tonnes,Yield_KgPerHa,Rainfall_mm,Min_Temperature_C,Max_Temperature_C,Humidity_Percent,Soil_pH,Organic_Carbon_Percent,Nitrogen_KgPerHa,Phosphorus_KgPerHa,Potassium_KgPerHa,Soil_Type,Irrigation_Type,Pest_Incidence_Score,Urea_Applied_KgPerHa,DAP_Applied_KgPerHa,Potash_Applied_KgPerHa
2020,Kharif,Pune,Sesame,781,346,444,521.95,22.06,36.32,82.24,7.41,0.35,284.08,17.23,170.44,Black Soil,Irrigated,2,111.18,76.76,34.21
2020,Kharif,Raigad,Sesame,728,291,401,861.23,20.86,30.53,79.98,6.31,0.47,345.69,31.52,160.08,Red Soil,Rainfed,4,82.24,83.01,67.6
2020,Kharif,Ratnagiri,Sesame,515,305,594,1143.75,23.59,34.63,65.75,6.03,0.93,196.21,35.74,194.62,Red Soil,Irrigated,4,81.3,79.94,28.86
2020,Kharif,Sangli,Sesame,467,297,636,797.02,24.58,37.51,62.68,6.28,0.62,234.25,27.58,243.71,Black Soil,Drip,0,148.09,75.58,62.97
2020,Kharif,Satara,Sesame,216,110,510,1043.89,23.65,36.29,75.14,6.49,0.47,323.27,31.75,154.11,Red Soil,Rainfed,2,133.86,98.56,60.67
2020,Kharif,Solapur,Sesame,575,349,607,1034.54,23.52,30.21,71.25,7.66,0.96,232.37,32.05,208.19,Alluvial Soil,Rainfed,3,50.97,77.17,62.74
2020,Kharif,Thane,Sesame,799,459,575,568.27,21.38,34.53,71.17,7.47,0.64,321.9,22.96,126.41,Black Soil,Irrigated,5,89.91,94.08,33.85
2020,Kharif,Wardha,Sesame,703,229,327,1176.51,22.99,30.06,60.85,6.29,0.47,303.52,16.68,275.06,Red Soil,Irrigated,2,83.93,47.44,61.35
2020,Kharif,Washim,Sesame,851,380,447,1165.47,23.2,32.67,78.83,6.54,0.87,154.92,28.86,272.26,Black Soil,Irrigated,0,71.14,32.78,28.83
2020,Kharif,Yavatmal,Sesame,134,81,607,984.09,23.12,35.82,79.79,6.88,0.77,347.28,39.04,186.37,Red Soil,Rainfed,1,114.64,50.51,49.66
2020,Rabi,Ahmednagar,Groundnut,1486,2124,1430,265.42,11.62,27.5,69.39,7.97,0.5,163.29,18.13,183.64,Black Soil,Irrigated,4,110.75,43.29,42.96
2020,Rabi,Akola,Groundnut,1971,2942,1493,228.18,16.59,31.27,52.72,6.63,1.06,305.52,26.08,138.86,Red Soil,Rainfed,0,99.21,66.25,72.73
2020,Rabi,Amravati,Groundnut,1381,2560,1854,119.36,14.25,29.39,59.19,7.17,0.46,156.72,20.14,188.4,Black Soil,Drip,0,141.87,59.29,71.29
2020,Rabi,Beed,Groundnut,1088,2403,2209,146.1,10.74,27.12,54.94,6.37,0.72,317.27,36.18,127.88,Black Soil,Rainfed,1,147.09,54.15,64.51
2020,Rabi,Bhandara,Groundnut,1412,2600,1842,94.01,17.92,27.95,42.91,6.24,0.83,345.81,27.16,271.85,Black Soil,Rainfed,3,125.07,61.01,67.62
2020,Rabi,Buldhana,Groundnut,1464,3153,2154,135.4,18.0,30.94,47.8,6.39,0.58,240.47,35.52,244.54,Laterite Soil,Rainfed,4,143.36,71.79,75.87
2020,Rabi,Chandrapur,Groundnut,1154,2048,1775,241.92,13.74,29.11,65.14,7.09,0.96,308.13,25.39,205.8,Black Soil,Rainfed,0,134.03,30.71,72.16
2020,Rabi,Dhule,Groundnut,2803,3960,1413,220.9,16.81,31.71,45.33,7.06,0.34,249.84,13.76,254.06,Black Soil,Rainfed,2,147.17,75.85,37.27
2020,Rabi,Gadchiroli,Groundnut,642,936,1458,280.57,15.99,27.33,61.0,7.93,0.37,202.9,16.02,259.17,Black Soil,Rainfed,0,84.42,49.64,44.82
2020,Rabi,Gondia,Groundnut,1224,2052,1677,224.57,15.86,28.22,60.31,7.08,0.87,269.34,29.97,151.94,Black Soil,Rainfed,3,132.14,62.6,33.4
2020,Rabi,Hingoli,Groundnut,1265,2643,2090,262.53,10.76,30.14,62.28,7.16,0.74,214.22,20.54,227.91,Black Soil,Rainfed,2,109.15,56.07,43.2
2020,Rabi,Jalgaon,Groundnut,767,1570,2047,60.0,15.95,25.25,53.35,6.92,0.93,220.48,34.63,174.86,Black Soil,Rainfed,1,63.95,76.04,65.98
2020,Rabi,Jalna,Groundnut,1338,2463,1841,245.66,14.42,31.67,50.78,7.66,0.96,328.04,38.7,121.23,Black Soil,Irrigated,2,113.44,37.26,51.18
2020,Rabi,Kolhapur,Groundnut,3100,6097,1967,181.82,12.86,25.02,48.34,7.03,0.9,195.79,14.17,152.26,Black Soil,Rainfed,1,83.7,83.97,26.4
2020,Rabi,Latur,Groundnut,2935,5071,1728,154.91,12.86,29.9,58.22,6.04,0.48,245.63,23.36,202.67,Red Soil,Irrigated,5,137.76,34.41,55.07
2020,Rabi,Mumbai City,Groundnut,2731,4743,1737,60.47,12.44,26.97,66.2,7.73,0.78,153.8,16.85,222.24,Black Soil,Irrigated,4,118.25,89.12,48.15
2020,Rabi,Nagpur,Groundnut,1455,2239,1539,183.27,17.77,27.5,68.76,6.08,1.13,186.23,37.37,129.0,Alluvial Soil,Rainfed,4,87.67,30.31,60.89
2020,Rabi,Nanded,Groundnut,762,1748,2295,147.05,15.44,26.6,47.78,6.75,0.57,200.78,11.49,253.88,Black Soil,Drip,5,96.34,35.17,36.48
2020,Rabi,Nandurbar,Groundnut,521,955,1834,253.28,12.77,28.52,58.24,6.98,0.81,172.3,22.96,164.87,Black Soil,Rainfed,2,145.18,36.47,23.65
2020,Rabi,Nashik,Groundnut,2614,4522,1730,178.89,15.37,25.47,41.62,7.17,1.1,255.7,36.33,249.76,Black Soil,Rainfed,4,119.54,95.15,51.06
2020,Rabi,Osmanabad,Groundnut,3199,6993,2186,285.41,16.36,28.9,46.44,6.9,0.92,317.59,38.79,216.87,Red Soil,Rainfed,5,61.23,68.48,29.07
2020,Rabi,Parbhani,Groundnut,2756,3285,1192,284.72,12.49,28.59,43.27,6.14,0.69,298.34,18.08,209.98,Black Soil,Rainfed,2,91.95,34.64,37.14
2020,Rabi,Pune,Groundnut,2690,5057,1880,55.41,16.0,31.65,46.58,6.68,0.49,336.01,10.28,213.42,Laterite Soil,Rainfed,4,103.73,69.37,73.4
2020,Rabi,Raigad,Groundnut,1410,3416,2423,91.55,17.21,29.21,40.95,7.27,1.16,165.83,27.47,266.48,Black Soil,Irrigated,1,113.15,99.25,75.05
2020,Rabi,Ratnagiri,Groundnut,989,2164,2189,268.43,14.18,31.19,67.63,6.82,0.56,169.65,24.37,271.41,Red Soil,Irrigated,2,114.59,47.11,76.22
2020,Rabi,Sangli,Groundnut,2574,3552,1380,138.14,15.35,28.69,68.29,6.03,0.69,283.76,16.53,236.14,Black Soil,Rainfed,0,118.02,58.09,26.85
2020,Rabi,Satara,Groundnut,977,1596,1634,62.03,13.25,29.36,66.48,7.98,1.03,243.74,31.71,254.98,Black Soil,Irrigated,3,149.97,84.36,78.14
2020,Rabi,Solapur,Groundnut,2861,4629,1618,56.06,12.77,30.65,63.92,6.99,0.73,265.9,16.58,204.17,Black Soil,Rainfed,0,141.98,44.05,63.54
2020,Rabi,Thane,Groundnut,816,1177,1443,129.11,16.02,29.48,62.27,6.58,0.59,229.34,15.66,230.57,Black Soil,Rainfed,4,95.28,84.04,70.14
2020,Rabi,Wardha,Groundnut,3146,6279,1996,239.1,15.88,25.45,51.96,6.17,0.62,264.1,36.37,165.27,Red Soil,Rainfed,3,117.29,86.19,22.96
2020,Rabi,Washim,Groundnut,1699,2716,1599,70.19,11.52,29.84,67.08,7.93,1.05,192.29,18.57,259.32,Laterite Soil,Irrigated,5,124.03,48.01,50.53
2020,Rabi,Yavatmal,Groundnut,847,1522,1797,221.56,14.15,26.45,46.83,6.02,1.18,315.6,21.83,271.37,Red Soil,Irrigated,1,83.42,76.51,53.67
2020,Rabi,Ahmednagar,Sunflower,1964,2826,1439,223.76,11.97,27.53,62.22,7.58,0.46,337.32,33.56,257.09,Black Soil,Rainfed,1,97.39,69.58,62.34
2020,Rabi,Akola,Sunflower,1725,2573,1492,171.6,13.57,30.46,61.39,7.21,1.14,234.45,34.26,180.81,Laterite Soil,Rainfed,2,117.79,44.89,33.75
2020,Rabi,Amravati,Sunflower,2219,2309,1041,131.95,11.76,28.26,59.99,6.77,1.02,297.7,32.05,277.63,Black Soil,Irrigated,5,66.95,88.83,39.76
2020,Rabi,Beed,Sunflower,449,374,833,147.63,17.05,26.13,52.43,6.81,0.62,262.47,39.89,160.94,Red Soil,Irrigated,1,59.75,70.07,77.21
2020,Rabi,Bhandara,Sunflower,896,635,709,58.44,12.5,26.16,44.16,6.67,1.02,190.22,25.94,239.78,Black Soil,Sprinkler,4,75.12,99.27,60.15
2020,Rabi,Buldhana,Sunflower,839,1219,1454,236.44,10.21,29.13,61.19,7.71,1.15,333.17,22.18,263.44,Black Soil,Rainfed,1,87.43,55.96,78.34
2020,Rabi,Chandrapur,Sunflower,1988,1322,665,93.16,11.48,25.14,56.66,7.86,0.94,348.59,37.29,198.7,Black Soil,Irrigated,0,133.77,36.63,53.78
2020,Rabi,Dhule,Sunflower,1031,1215,1179,99.83,14.8,29.0,45.93,6.88,0.91,213.71,13.41,218.44,Black Soil,Irrigated,0,93.43,78.48,47.14
2020,Rabi,Gadchiroli,Sunflower,707,840,1189,155.21,17.7,26.92,57.33,6.62,0.97,159.56,11.38,249.74,Black Soil,Rainfed,1,120.19,44.08,31.13
2020,Rabi,Gondia,Sunflower,390,463,1188,220.45,12.64,31.2,47.98,6.79,0.96,298.71,35.83,124.65,Black Soil,Irrigated,4,113.7,65.02,51.17
2020,Rabi,Hingoli,Sunflower,2003,1414,706,279.92,16.08,28.87,47.56,6.22,1.11,328.53,13.32,247.55,Black Soil,Rainfed,2,111.43,84.6,24.46
2020,Rabi,Jalgaon,Sunflower,2288,1791,783,210.42,12.88,30.72,42.68,6.58,1.19,312.87,38.19,215.17,Black Soil,Sprinkler,1,61.88,76.89,58.59
2020,Rabi,Jalna,Sunflower,1305,1003,769,88.1,15.23,25.37,40.63,6.24,1.15,331.46,12.59,168.64,Alluvial Soil,Rainfed,0,127.94,82.72,35.47
2020,Rabi,Kolhapur,Sunflower,1284,1656,1290,168.69,13.07,26.35,44.4,7.58,0.72,308.06,31.12,151.02,Red Soil,Rainfed,3,144.69,65.19,48.34
2020,Rabi,Latur,Sunflower,1980,2560,1293,56.45,13.6,28.85,50.19,7.5,0.91,344.28,25.26,206.05,Black Soil,Rainfed,0,101.8,36.53,29.99
2020,Rabi,Mumbai City,Sunflower,945,637,675,175.98,13.73,30.57,65.0,6.57,1.04,185.9,32.88,159.81,Black Soil,Drip,2,147.78,61.27,35.58
2020,Rabi,Nagpur,Sunflower,1726,1448,839,174.59,17.72,28.53,48.28,6.39,0.93,257.28,28.12,240.82,Red Soil,Rainfed,2,118.53,69.94,22.65
2020,Rabi,Nanded,Sunflower,1308,988,756,267.08,16.12,30.54,62.35,6.55,1.07,150.45,17.12,127.45,Black Soil,Rainfed,4,66.78,38.72,67.83
2020,Rabi,Nandurbar,Sunflower,813,687,846,245.7,16.53,25.32,61.27,7.44,0.49,172.56,32.49,159.92,Black Soil,Rainfed,1,105.68,95.52,30.57
2020,Rabi,Nashik,Sunflower,804,583,726,140.1,13.55,30.79,50.17,6.18,1.12,227.47,20.45,152.7,Laterite Soil,Rainfed,3,132.24,83.2,21.7
2020,Rabi,Osmanabad,Sunflower,1625,1197,737,256.02,11.35,27.75,64.67,6.41,1.08,249.55,20.98,225.99,Black Soil,Rainfed,5,80.98,44.05,68.46
2020,Rabi,Parbhani,Sunflower,1150,1113,968,246.83,15.56,29.75,54.24,7.49,0.31,211.12,30.37,277.97,Black Soil,Rainfed,1,104.9,48.8,49.67
2020,Rabi,Pune,Sunflower,1556,1808,1162,167.8,15.41,31.5,44.24,6.79,0.36,301.71,23.43,233.11,Black Soil,Drip,4,103.2,97.77,67.94
2020,Rabi,Raigad,Sunflower,921,1019,1107,152.14,16.57,30.69,44.16,6.98,0.73,214.74,37.52,224.5,Alluvial Soil,Rainfed,1,74.45,40.67,30.79
2020,Rabi,Ratnagiri,Sunflower,1912,2541,1329,251.57,10.29,26.23,64.63,6.17,1.15,349.98,36.59,238.22,Black Soil,Rainfed,4,116.4,50.72,38.78
2020,Rabi,Sangli,Sunflower,1431,1914,1338,146.64,16.95,25.27,44.37,6.65,0.61,319.56,10.34,222.58,Black Soil,Drip,5,133.84,63.5,30.97
2020,Rabi,Satara,Sunflower,1922,2112,1099,167.28,10.58,28.51,43.75,7.68,0.98,164.81,35.09,171.99,Black Soil,Rainfed,3,87.58,39.26,56.46
2020,Rabi,Solapur,Sunflower,1331,1675,1259,267.87,13.23,30.7,61.35,6.12,1.14,243.19,14.03,188.06,Red Soil,Rainfed,1,84.05,52.24,35.68
2020,Rabi,Thane,Sunflower,929,920,991,64.41,17.44,25.46,62.23,6.76,1.15,233.92,34.5,165.22,Black Soil,Rainfed,0,117.97,31.16,73.01
2020,Rabi,Wardha,Sunflower,2241,2444,1091,233.41,16.85,29.27,53.76,7.43,0.5,171.96,32.86,273.31,Red Soil,Rainfed,1,125.49,83.03,23.63
2020,Rabi,Washim,Sunflower,1668,1195,717,65.76,13.27,30.89,44.35,7.11,0.91,195.91,25.37,265.83,Red Soil,Rainfed,1,109.22,31.89,25.44
2020,Rabi,Yavatmal,Sunflower,587,616,1051,239.27,13.12,30.77,63.38,7.25,0.53,170.81,17.58,201.56,Alluvial Soil,Rainfed,0,88.59,74.28,52.18
2020,Rabi,Ahmednagar,Safflower,427,227,532,294.74,12.83,28.22,59.59,7.3,1.15,321.51,33.82,272.26,Black Soil,Irrigated,3,81.84,69.35,44.14
2020,Rabi,Akola,Safflower,1186,812,685,72.38,16.83,28.74,52.47,6.68,0.39,341.34,32.24,141.08,Red Soil,Rainfed,1,102.54,96.96,48.86
2020,Rabi,Amravati,Safflower,1352,1053,779,128.71,14.55,29.29,60.72,7.51,0.42,343.05,35.31,209.97,Laterite Soil,Rainfed,1,55.75,38.74,46.91
2020,Rabi,Beed,Safflower,606,433,715,64.43,14.95,30.57,50.19,6.77,1.03,194.52,13.57,200.18,Red Soil,Rainfed,4,71.71,81.28,55.42
2020,Rabi,Bhandara,Safflower,1076,924,859,198.15,13.16,28.47,45.09,7.3,0.86,202.96,23.96,263.09,Laterite Soil,Rainfed,3,104.43,55.03,61.42
2020,Rabi,Buldhana,Safflower,745,526,707,97.38,15.55,27.85,63.46,7.42,0.47,262.58,32.29,221.29,Red Soil,Irrigated,4,123.14,49.09,54.31
2020,Rabi,Chandrapur,Safflower,1108,730,659,263.63,14.95,29.27,67.64,6.5,0.52,252.64,32.53,191.56,Red Soil,Rainfed,0,132.23,42.63,61.72
2020,Rabi,Dhule,Safflower,1195,1206,1010,242.97,13.14,29.64,61.62,6.59,0.39,328.93,30.31,223.7,Black Soil,Drip,0,125.48,36.93,72.69
2020,Rabi,Gadchiroli,Safflower,1356,1322,975,130.67,13.95,25.9,67.89,6.64,0.48,245.69,11.3,160.45,Black Soil,Rainfed,5,115.53,45.71,41.31
2020,Rabi,Gondia,Safflower,1456,1097,754,187.26,12.23,26.9,56.16,6.31,1.03,163.8,12.84,174.76,Black Soil,Rainfed,3,145.15,89.63,49.21
2020,Rabi,Hingoli,Safflower,836,611,731,241.89,15.87,29.12,50.15,6.33,0.39,150.24,16.19,185.81,Black Soil,Rainfed,0,58.19,76.92,48.19
2020,Rabi,Jalgaon,Safflower,311,258,830,200.46,17.88,27.04,65.44,8.0,0.83,211.88,30.21,255.18,Black Soil,Rainfed,4,75.83,84.65,69.84
2020,Rabi,Jalna,Safflower,330,223,676,149.21,10.89,26.68,44.93,6.32,0.31,308.76,24.04,248.67,Red Soil,Drip,0,68.04,43.72,74.47
2020,Rabi,Kolhapur,Safflower,324,212,656,80.1,10.27,27.55,50.13,6.86,0.75,301.56,21.76,172.9,Laterite Soil,Drip,0,60.99,74.74,28.05
2020,Rabi,Latur,Safflower,1609,960,597,124.52,10.89,30.15,51.45,6.17,1.0,196.58,32.09,210.38,Black Soil,Rainfed,5,148.56,88.93,45.39
2020,Rabi,Mumbai City,Safflower,1532,1676,1094,147.19,12.41,25.27,44.41,6.21,0.6,272.0,11.39,236.43,Black Soil,Sprinkler,3,53.36,57.66,26.31
2020,Rabi,Nagpur,Safflower,418,317,759,204.04,16.52,28.17,51.38,7.95,0.41,247.33,22.25,135.7,Black Soil,Rainfed,2,110.78,87.05,51.29
2020,Rabi,Nanded,Safflower,1266,1415,1118,295.2,15.1,26.36,43.58,7.89,0.69,188.96,38.02,136.72,Red Soil,Irrigated,0,82.0,79.94,50.45
2020,Rabi,Nandurbar,Safflower,275,203,741,132.59,12.32,26.9,50.46,6.71,0.54,283.5,11.43,173.17,Black Soil,Irrigated,1,123.36,97.98,61.42
2020,Rabi,Nashik,Safflower,1303,763,586,145.54,10.61,29.18,66.03,7.37,0.64,175.55,34.49,270.68,Black Soil,Irrigated,3,114.76,56.76,39.92
2020,Rabi,Osmanabad,Safflower,524,390,745,233.95,15.17,31.8,67.34,6.57,0.32,281.07,28.09,124.39,Black Soil,Rainfed,2,120.84,68.15,71.36
2020,Rabi,Parbhani,Safflower,1472,1028,699,107.4,12.56,30.23,62.01,7.82,0.65,252.92,24.02,268.44,Laterite Soil,Drip,5,74.3,32.88,35.15
2020,Rabi,Pune,Safflower,667,526,790,115.96,13.44,30.91,49.77,7.74,0.63,222.68,19.27,207.51,Black Soil,Rainfed,2,74.94,98.68,30.76
2020,Rabi,Raigad,Safflower,480,429,894,223.62,16.56,31.31,43.19,7.79,0.48,297.38,31.87,121.36,Black Soil,Rainfed,2,97.12,42.14,42.7
2020,Rabi,Ratnagiri,Safflower,1318,967,734,205.89,15.81,25.27,55.93,7.13,0.37,250.14,31.42,128.52,Laterite Soil,Rainfed,3,130.2,36.32,61.84
2020,Rabi,Sangli,Safflower,1001,1080,1079,129.77,11.42,29.46,63.61,7.51,0.95,160.11,33.46,200.3,Red Soil,Sprinkler,4,132.54,42.7,48.59
2020,Rabi,Satara,Safflower,1124,1031,918,153.4,12.43,31.14,56.43,7.16,0.9,210.05,22.98,238.66,Alluvial Soil,Rainfed,0,99.7,38.98,20.44
2020,Rabi,Solapur,Safflower,602,340,565,216.43,10.44,29.61,50.64,7.85,1.06,229.9,39.79,128.31,Laterite Soil,Rainfed,0,134.31,33.6,30.25
2020,Rabi,Thane,Safflower,356,180,507,141.44,17.35,29.05,61.83,7.76,1.12,255.81,26.23,256.15,Laterite Soil,Irrigated,4,125.54,39.85,49.47
2020,Rabi,Wardha,Safflower,1327,785,592,96.08,13.76,29.74,56.96,7.84,0.34,205.96,11.71,151.14,Black Soil,Irrigated,4,111.84,56.62,61.48
2020,Rabi,Washim,Safflower,1455,1057,727,291.02,14.45,28.68,65.45,7.28,0.37,251.32,33.42,232.0,Alluvial Soil,Rainfed,0,104.92,73.36,36.46
2020,Rabi,Yavatmal,Safflower,1209,692,573,243.13,16.69,28.44,42.22,7.31,0.46,319.88,18.22,255.63,Black Soil,Rainfed,4,62.17,52.06,59.7
2021,Kharif,Ahmednagar,Soybean,4351,4133,950,549.68,22.34,36.12,81.13,6.77,0.86,150.0,26.51,276.04,Black Soil,Rainfed,4,112.07,70.7,32.25
2021,Kharif,Akola,Soybean,1495,1962,1313,977.53,21.4,34.09,82.88,6.1,1.03,163.05,13.8,139.09,Alluvial Soil,Rainfed,5,106.16,65.9,75.54
2021,Kharif,Amravati,Soybean,2393,3012,1259,1136.45,20.22,35.88,61.16,7.68,1.11,209.48,12.22,196.91,Black Soil,Rainfed,1,122.03,87.42,59.97
2021,Kharif,Beed,Soybean,3416,5479,1604,575.78,23.08,36.43,63.48,7.2,0.92,299.31,14.43,252.02,Black Soil,Rainfed,5,115.0,74.2,27.82
2021,Kharif,Bhandara,Soybean,2139,3296,1541,641.53,24.98,35.37,83.8,6.83,1.09,239.65,36.0,140.95,Red Soil,Irrigated,0,67.0,47.25,45.86
2021,Kharif,Buldhana,Soybean,984,1678,1706,1091.86,22.85,35.17,73.93,7.57,0.8,172.22,34.29,241.69,Laterite Soil,Rainfed,0,120.15,90.12,32.47
2021,Kharif,Chandrapur,Soybean,1689,1981,1173,962.89,21.68,37.83,64.37,7.51,0.83,196.62,32.61,191.61,Red Soil,Irrigated,2,134.0,77.7,66.84
2021,Kharif,Dhule,Soybean,3461,5738,1658,1012.79,24.08,30.25,60.24,6.71,0.44,311.0,25.99,252.06,Black Soil,Irrigated,2,138.09,43.94,41.13
2021,Kharif,Gadchiroli,Soybean,3102,3179,1025,881.82,21.93,37.52,72.85,7.94,0.81,308.68,32.26,225.73,Black Soil,Rainfed,2,141.18,72.08,34.16
2021,Kharif,Gondia,Soybean,2986,3317,1111,670.9,23.78,30.53,66.87,6.31,1.15,168.02,32.75,220.87,Red Soil,Irrigated,4,120.31,97.27,29.14
2021,Kharif,Hingoli,Soybean,4000,4224,1056,884.02,24.27,30.53,69.74,7.34,0.4,247.78,23.28,154.57,Black Soil,Sprinkler,4,71.34,67.53,60.26
2021,Kharif,Jalgaon,Soybean,1150,1038,903,733.57,22.31,33.25,71.58,7.43,0.63,259.55,19.1,176.58,Red Soil,Rainfed,1,106.05,86.25,46.6
2021,Kharif,Jalna,Soybean,1384,1669,1206,1101.61,21.4,34.06,61.41,6.48,1.0,174.66,17.73,271.05,Laterite Soil,Irrigated,2,57.37,40.43,77.33
2021,Kharif,Kolhapur,Soybean,1236,1316,1065,853.88,24.44,31.85,62.78,7.0,1.03,280.93,29.12,122.79,Black Soil,Sprinkler,4,90.45,90.17,74.55
2021,Kharif,Latur,Soybean,2500,2847,1139,782.62,22.83,34.83,83.39,7.32,1.01,266.38,35.01,162.19,Black Soil,Sprinkler,0,113.61,47.27,34.04
2021,Kharif,Mumbai City,Soybean,2394,3227,1348,808.0,20.36,32.91,60.65,6.35,0.4,310.2,20.38,132.62,Black Soil,Irrigated,5,64.76,57.64,59.9
2021,Kharif,Nagpur,Soybean,1687,2096,1243,831.72,22.31,34.02,65.09,7.81,0.98,286.2,38.5,165.5,Black Soil,Drip,4,95.77,74.28,45.84
2021,Kharif,Nanded,Soybean,1621,2097,1294,574.09,21.1,34.83,70.17,6.35,1.01,190.05,19.65,129.83,Red Soil,Rainfed,2,111.27,94.39,26.66
2021,Kharif,Nandurbar,Soybean,1330,1509,1135,1069.44,22.4,37.91,77.94,7.99,0.71,178.16,31.82,244.44,Laterite Soil,Rainfed,1,57.39,86.26,79.84
2021,Kharif,Nashik,Soybean,2843,3880,1365,1071.67,22.47,30.27,76.76,6.75,0.66,238.25,24.79,225.91,Red Soil,Irrigated,3,130.35,38.55,70.21
2021,Kharif,Osmanabad,Soybean,3412,3128,917,537.26,22.97,36.23,67.81,6.05,0.49,286.48,39.67,122.14,Black Soil,Rainfed,2,115.8,92.8,66.94
2021,Kharif,Parbhani,Soybean,1240,1399,1129,517.94,21.53,33.72,61.64,7.0,0.52,204.87,34.66,277.91,Black Soil,Rainfed,4,145.39,62.61,77.63
2021,Kharif,Pune,Soybean,4457,3913,878,777.98,21.06,35.2,65.65,6.97,0.6,342.72,39.47,240.56,Alluvial Soil,Rainfed,3,100.01,87.14,29.41
2021,Kharif,Raigad,Soybean,2888,3988,1381,576.88,21.13,32.93,67.76,6.61,0.84,311.12,38.1,130.86,Black Soil,Rainfed,2,120.78,81.41,29.88
2021,Kharif,Ratnagiri,Soybean,3812,3751,984,1166.01,23.64,34.22,83.54,7.24,0.95,206.53,27.67,142.96,Black Soil,Rainfed,0,88.78,89.01,42.68
2021,Kharif,Sangli,Soybean,3096,5306,1714,481.76,21.42,31.49,73.84,7.77,0.87,282.84,37.27,239.91,Laterite Soil,Rainfed,1,106.62,42.34,49.92
2021,Kharif,Satara,Soybean,4071,3952,971,620.23,23.4,35.65,81.21,7.07,0.88,190.61,32.1,254.15,Red Soil,Rainfed,2,105.23,36.26,59.67
2021,Kharif,Solapur,Soybean,1331,2411,1812,1019.43,23.22,36.96,77.73,7.04,1.18,288.97,28.04,185.42,Alluvial Soil,Rainfed,0,148.81,94.85,76.69
2021,Kharif,Thane,Soybean,4428,4060,917,462.42,22.42,36.33,79.27,7.39,1.04,185.0,29.56,216.91,Black Soil,Rainfed,1,147.82,44.4,54.62
2021,Kharif,Wardha,Soybean,958,1214,1268,409.22,22.07,30.51,67.25,7.29,0.57,199.16,14.66,141.63,Red Soil,Irrigated,4,62.36,75.34,53.43
2021,Kharif,Washim,Soybean,2200,2910,1323,881.26,24.71,35.01,75.6,6.75,0.42,239.39,27.96,235.85,Laterite Soil,Rainfed,0,94.51,48.52,73.63
2021,Kharif,Yavatmal,Soybean,1538,1808,1176,1128.85,22.52,33.91,70.94,6.06,0.45,161.84,30.89,186.12,Black Soil,Irrigated,4,122.0,71.99,29.69
2021,Kharif,Ahmednagar,Groundnut,2057,4206,2045,864.01,21.6,37.67,75.31,6.01,0.8,222.77,10.96,189.05,Laterite Soil,Rainfed,5,119.07,32.55,33.41
2021,Kharif,Akola,Groundnut,1631,2635,1616,600.36,22.66,30.18,75.49,7.86,1.1,250.39,29.49,211.17,Black Soil,Rainfed,5,69.55,95.33,38.95
2021,Kharif,Amravati,Groundnut,1055,1378,1307,908.98,23.67,34.28,61.85,7.68,1.16,231.1,16.74,123.09,Black Soil,Irrigated,5,98.23,52.03,25.76
2021,Kharif,Beed,Groundnut,2066,3520,1704,647.64,22.12,35.65,69.28,6.99,0.88,237.55,33.79,138.6,Red Soil,Rainfed,4,50.93,49.35,28.54
2021,Kharif,Bhandara,Groundnut,3402,5674,1668,1089.59,21.86,33.0,78.92,6.59,0.41,201.51,21.62,128.35,Black Soil,Irrigated,4,56.32,48.04,49.96
2021,Kharif,Buldhana,Groundnut,1926,3231,1678,963.82,21.87,31.06,65.93,7.29,0.35,204.54,16.25,152.18,Red Soil,Drip,0,118.55,54.02,58.1
2021,Kharif,Chandrapur,Groundnut,2907,5061,1741,807.35,24.64,33.14,61.08,7.41,0.56,199.02,19.73,235.81,Laterite Soil,Rainfed,4,115.25,32.97,37.74
2021,Kharif,Dhule,Groundnut,1578,2625,1664,976.09,22.43,31.5,77.47,7.09,0.33,279.32,29.05,143.05,Black Soil,Rainfed,3,135.27,31.92,26.17
2021,Kharif,Gadchiroli,Groundnut,2559,4204,1643,872.0,23.89,30.93,68.92,7.09,0.6,211.83,18.45,156.45,Laterite Soil,Sprinkler,5,53.0,85.04,51.92
2021,Kharif,Gondia,Groundnut,3257,5471,1680,822.38,20.52,31.08,80.34,7.86,0.48,152.23,19.93,124.88,Laterite Soil,Rainfed,0,68.14,97.68,56.22
2021,Kharif,Hingoli,Groundnut,3153,5602,1777,803.12,21.92,31.29,80.52,7.15,0.38,279.78,22.75,249.82,Alluvial Soil,Irrigated,4,88.39,99.35,36.19
2021,Kharif,Jalgaon,Groundnut,2152,3643,1693,1140.8,23.92,31.06,66.64,6.05,0.65,251.91,38.38,203.56,Laterite Soil,Rainfed,5,97.29,83.8,71.73
2021,Kharif,Jalna,Groundnut,2936,3881,1322,756.98,24.38,30.72,82.88,7.85,0.95,330.06,33.1,204.53,Red Soil,Irrigated,5,137.2,80.3,21.45
2021,Kharif,Kolhapur,Groundnut,1204,2285,1898,417.16,20.75,35.68,77.8,7.28,0.73,284.98,33.21,274.64,Laterite Soil,Irrigated,3,107.42,38.44,29.93
2021,Kharif,Latur,Groundnut,1831,2338,1277,815.09,21.84,37.92,81.55,6.88,1.2,252.81,15.01,208.94,Black Soil,Irrigated,2,90.88,81.77,74.01
